Carrier Concentration,Temperature,Conducitivty x,Conducitivty y,Conducitivty z,Conducitivty ave,Seebeck x,Seebeck y,Seebeck z,Seebeck ave,Kele x,Kele y,Kele z,Kele ave,Mobility x,Mobility y,Mobility z,Mobility ave,PF x,PF y,PF z,PF ave
5E+20,600,539644.438,539644.438,267400.312,448896.406,-51.6802292,-51.6802292,-65.0677948,-56.1427498,7.85208321,7.85208321,3.79001808,6.49806166,67.3639145,67.3639145,33.3796272,56.0358162,1.44E-03,1.44E-03,1.13E-03,1.41E-03
7.5E+20,600,774058.688,774058.688,417140.781,655086.062,-45.6497307,-45.6497307,-52.1102524,-47.8032379,11.1034536,11.1034536,5.64795637,9.28495502,64.4172592,64.4172592,34.7145042,54.5163422,1.61E-03,1.61E-03,1.13E-03,1.50E-03
1E+21,600,1001378.69,1001378.69,550171.438,850976.25,-40.8774948,-40.8774948,-41.7343292,-41.163105,14.3616924,14.3616924,7.57869864,12.1006937,62.5011406,62.5011406,34.3390007,53.1137581,1.67E-03,1.67E-03,9.58E-04,1.44E-03
1E+16,620,18.7221985,18.7221985,5.37144184,14.271946,-749.381958,-749.381958,-769.696777,-756.153564,4.49E-04,4.49E-04,7.49E-05,3.25E-04,114.711029,114.711029,33.0160866,87.4793777,1.05E-05,1.05E-05,3.18E-06,8.16E-06
2.5E+16,620,46.0713882,46.0713882,13.2508545,35.1312103,-679.003296,-679.003296,-693.116699,-683.707764,6.27E-04,6.27E-04,1.61E-04,4.71E-04,114.674622,114.674622,32.9996262,87.4496231,2.12E-05,2.12E-05,6.37E-06,1.64E-05
5E+16,620,91.8773956,91.8773956,26.4342995,70.0630264,-620.682007,-620.682007,-633.806091,-625.056702,1.11E-03,1.11E-03,3.13E-04,8.44E-04,114.603722,114.603722,32.9773521,87.394928,3.54E-05,3.54E-05,1.06E-05,2.74E-05
7.5E+16,620,137.664001,137.664001,39.6157074,104.981239,-586.07251,-586.07251,-599.011353,-590.385437,1.62E-03,1.62E-03,4.68E-04,1.24E-03,114.525543,114.525543,32.9590836,87.3367233,4.73E-05,4.73E-05,1.42E-05,3.66E-05
1E+17,620,183.407288,183.407288,52.7877045,139.867432,-561.457825,-561.457825,-574.32251,-565.746033,2.14E-03,2.14E-03,6.23E-04,1.64E-03,114.452141,114.452141,32.9423485,87.2822037,5.78E-05,5.78E-05,1.74E-05,4.48E-05
2.5E+17,620,456.864471,456.864471,131.595505,348.441498,-483.121643,-483.121643,-495.802643,-487.348633,5.29E-03,5.29E-03,1.55E-03,4.05E-03,114.05751,114.05751,32.8533669,86.9894638,1.07E-04,1.07E-04,3.23E-05,8.28E-05
5E+17,620,909.005371,909.005371,262.205231,693.405334,-424.232452,-424.232452,-436.76828,-428.411041,1.05E-02,1.05E-02,3.09E-03,8.06E-03,113.470459,113.470459,32.7309265,86.5572815,1.64E-04,1.64E-04,5.00E-05,1.27E-04
7.5E+17,620,1357.06274,1357.06274,391.988953,1035.37146,-390.099182,-390.099182,-402.487457,-394.228607,1.58E-02,1.58E-02,4.63E-03,1.21E-02,112.934555,112.934555,32.6212807,86.1634598,2.07E-04,2.07E-04,6.35E-05,1.61E-04
1E+18,620,1801.33569,1801.33569,521.039673,1374.57031,-366.083679,-366.083679,-378.344849,-370.170746,2.10E-02,2.10E-02,6.16E-03,1.60E-02,112.430321,112.430321,32.5206871,85.7937698,2.41E-04,2.41E-04,7.46E-05,1.88E-04
2.5E+18,620,4399.94287,4399.94287,1282.55652,3360.81421,-291.32196,-291.32196,-302.914062,-295.186005,5.16E-02,5.16E-02,1.53E-02,3.95E-02,109.849106,109.849106,32.0203438,83.9061813,3.73E-04,3.73E-04,1.18E-04,2.93E-04
5E+18,620,8542.59473,8542.59473,2516.67944,6533.95654,-237.610123,-237.610123,-248.21962,-241.146622,0.101675414,0.101675414,3.04E-02,7.79E-02,106.63736,106.63736,31.4157543,81.5634918,4.82E-04,4.82E-04,1.55E-04,3.80E-04
7.5E+18,620,12524.8652,12524.8652,3721.89233,9590.54102,-207.807739,-207.807739,-217.642868,-211.086121,0.150818914,0.150818914,4.55E-02,0.115728833,104.232079,104.232079,30.9736328,79.8125992,5.41E-04,5.41E-04,1.76E-04,4.27E-04
1E+19,620,16395.957,16395.957,4907.16504,12566.3594,-187.550537,-187.550537,-196.734314,-190.611801,0.199556202,0.199556202,6.08E-02,0.153292596,102.33551,102.33551,30.6281166,78.4330444,5.77E-04,5.77E-04,1.90E-04,4.57E-04
2.5E+19,620,38275.9609,38275.9609,11764.2754,29438.7324,-128.712875,-128.712875,-135.68895,-131.038223,0.490679055,0.490679055,0.155410796,0.378922969,95.5598984,95.5598984,29.3707314,73.4968414,6.34E-04,6.34E-04,2.17E-04,5.05E-04
5E+19,620,71421.6797,71421.6797,22418.2656,55087.207,-92.5095139,-92.5095139,-99.1481552,-94.7223892,0.981817782,0.981817782,0.328605652,0.764080346,89.1558151,89.1558151,27.9847603,68.7654648,6.11E-04,6.11E-04,2.20E-04,4.94E-04
7.5E+19,620,101563.805,101563.805,32352.9922,78493.5312,-76.9048004,-76.9048004,-85.8997574,-79.9031143,1.47750294,1.47750294,0.521674156,1.15889335,84.5215225,84.5215225,26.9241982,65.3224106,6.01E-04,6.01E-04,2.39E-04,5.01E-04
1E+20,620,129686.906,129686.906,42134.1289,100502.648,-69.4285202,-69.4285202,-82.8138275,-73.8902893,1.97012949,1.97012949,0.728057563,1.55610549,80.9441986,80.9441986,26.2980556,62.728817,6.25E-04,6.25E-04,2.89E-04,5.49E-04
2.5E+20,620,283808.188,283808.188,116309.742,227975.375,-62.0260468,-62.0260468,-85.9217911,-69.9912949,4.42200851,4.42200851,1.83118951,3.55840206,70.8556519,70.8556519,29.0379314,56.9164124,1.09E-03,1.09E-03,8.59E-04,1.12E-03
5E+20,620,521870.75,521870.75,258671.391,434137.625,-53.3475494,-53.3475494,-66.9499512,-57.8816833,7.85469913,7.85469913,3.78644753,6.49861526,65.1452179,65.1452179,32.2899971,54.1934776,1.49E-03,1.49E-03,1.16E-03,1.45E-03
7.5E+20,620,748626.188,748626.188,402909.219,633387.188,-47.1382637,-47.1382637,-53.6578598,-49.3114624,11.1040955,11.1040955,5.63858175,9.28225803,62.3007622,62.3007622,33.5301552,52.7105598,1.66E-03,1.66E-03,1.16E-03,1.54E-03
1E+21,620,968516.062,968516.062,531523.375,822851.812,-42.239151,-42.239151,-43.1842766,-42.5541954,14.3618011,14.3618011,7.56531334,12.0963058,60.450016,60.450016,33.1750793,51.3583679,1.73E-03,1.73E-03,9.91E-04,1.49E-03
1E+16,640,18.1687984,18.1687984,5.22920656,13.8556013,-749.377747,-749.377747,-770.787109,-756.51416,4.81E-04,4.81E-04,7.45E-05,3.45E-04,109.347855,109.347855,31.5955868,83.4304276,1.02E-05,1.02E-05,3.11E-06,7.93E-06
2.5E+16,640,44.2590141,44.2590141,12.767993,33.7620049,-682.425537,-682.425537,-697.668152,-687.506409,7.29E-04,7.29E-04,1.66E-04,5.42E-04,109.762779,109.762779,31.7018185,83.7424545,2.06E-05,2.06E-05,6.21E-06,1.60E-05
5E+16,640,88.0121078,88.0121078,25.4149513,67.1463852,-625.480896,-625.480896,-638.757507,-629.906433,1.15E-03,1.15E-03,3.16E-04,8.74E-04,109.681572,109.681572,31.6817284,83.6816254,3.44E-05,3.44E-05,1.04E-05,2.66E-05
7.5E+16,640,131.816574,131.816574,38.070919,100.568024,-591.150574,-591.150574,-604.005127,-595.435425,1.64E-03,1.64E-03,4.69E-04,1.25E-03,109.616127,109.616127,31.6632137,83.6318207,4.61E-05,4.61E-05,1.39E-05,3.57E-05
1E+17,640,175.593536,175.593536,50.7235374,133.9702,-566.626038,-566.626038,-579.338135,-570.863403,2.15E-03,2.15E-03,6.23E-04,1.64E-03,109.550926,109.550926,31.6482162,83.5833511,5.64E-05,5.64E-05,1.70E-05,4.37E-05
2.5E+17,640,437.415131,437.415131,126.460716,333.763641,-488.348419,-488.348419,-500.841675,-492.512848,5.26E-03,5.26E-03,1.55E-03,4.02E-03,109.197937,109.197937,31.5704956,83.3221207,1.04E-04,1.04E-04,3.17E-05,8.10E-05
5E+17,640,870.593811,870.593811,252.019257,664.402283,-429.403412,-429.403412,-441.73056,-433.512451,1.04E-02,1.04E-02,3.09E-03,7.99E-03,108.674583,108.674583,31.4591808,82.9361191,1.61E-04,1.61E-04,4.92E-05,1.25E-04
7.5E+17,640,1300.15234,1300.15234,376.861603,992.388733,-395.218597,-395.218597,-407.421967,-399.286377,1.56E-02,1.56E-02,4.63E-03,1.20E-02,108.198051,108.198051,31.3622799,82.5861282,2.03E-04,2.03E-04,6.26E-05,1.58E-04
1E+18,640,1726.34705,1726.34705,501.027893,1317.90735,-371.152588,-371.152588,-383.221191,-375.175446,2.08E-02,2.08E-02,6.16E-03,1.59E-02,107.749672,107.749672,31.2715988,82.2569809,2.38E-04,2.38E-04,7.36E-05,1.86E-04
2.5E+18,640,4223.72607,4223.72607,1234.7323,3227.39478,-296.17453,-296.17453,-307.64032,-299.99646,5.13E-02,5.13E-02,1.53E-02,3.93E-02,105.449638,105.449638,30.826355,80.5752106,3.71E-04,3.71E-04,1.17E-04,2.90E-04
5E+18,640,8214.60645,8214.60645,2425.69727,6284.97021,-242.136703,-242.136703,-252.722122,-245.665176,0.101092055,0.101092055,3.05E-02,7.76E-02,102.54306,102.54306,30.2800179,78.4553757,4.82E-04,4.82E-04,1.55E-04,3.79E-04
7.5E+18,640,12057.4814,12057.4814,3589.76953,9234.91113,-212.107895,-212.107895,-221.959335,-215.391708,0.15015164,0.15015164,4.57E-02,0.115340389,100.342499,100.342499,29.8741035,76.853035,5.42E-04,5.42E-04,1.77E-04,4.28E-04
1E+19,640,15795.3633,15795.3633,4734.89062,12108.5391,-191.656311,-191.656311,-200.897095,-194.736572,0.198761016,0.198761016,6.10E-02,0.152843207,98.5868988,98.5868988,29.5528622,75.5755539,5.80E-04,5.80E-04,1.91E-04,4.59E-04
2.5E+19,640,36930.2109,36930.2109,11360.6836,28407.0371,-132.157028,-132.157028,-139.388947,-134.567673,0.48938939,0.48938939,0.156323493,0.378367424,92.2000961,92.2000961,28.3631248,70.9211044,6.45E-04,6.45E-04,2.21E-04,5.14E-04
5E+19,640,68974.8047,68974.8047,21674.6152,53208.0742,-95.4628067,-95.4628067,-102.61763,-97.8477478,0.981146932,0.981146932,0.331501037,0.76459831,86.1013718,86.1013718,27.0564632,66.4197311,6.29E-04,6.29E-04,2.28E-04,5.09E-04
7.5E+19,640,98153.2578,98153.2578,31336.2578,75880.9297,-79.6033249,-79.6033249,-89.3582458,-82.8549652,1.47834563,1.47834563,0.527316391,1.16133583,81.6832581,81.6832581,26.0780716,63.1481934,6.22E-04,6.22E-04,2.50E-04,5.21E-04
1E+20,640,125372.016,125372.016,40869.5664,97204.5312,-72.0688705,-72.0688705,-86.2931671,-76.8103027,1.97041655,1.97041655,0.734237671,1.55835688,78.2510529,78.2510529,25.5087776,60.6702919,6.51E-04,6.51E-04,3.04E-04,5.73E-04
2.5E+20,640,274646,274646,112720.875,220670.953,-63.9825974,-63.9825974,-88.2361374,-72.0671082,4.42731237,4.42731237,1.83962035,3.56474853,68.568222,68.568222,28.1419334,55.0927925,1.12E-03,1.12E-03,8.78E-04,1.15E-03
5E+20,640,505262.344,505262.344,250504.406,420343.031,-54.9696007,-54.9696007,-68.7804718,-59.5732231,7.86140728,7.86140728,3.78415346,6.50232267,63.071991,63.071991,31.2705097,52.4714966,1.53E-03,1.53E-03,1.19E-03,1.49E-03
7.5E+20,640,724877.438,724877.438,389638,613130.938,-48.5793648,-48.5793648,-55.1587677,-50.7725029,11.1130543,11.1130543,5.63413048,9.28674603,60.3243904,60.3243904,32.4257202,51.0248299,1.71E-03,1.71E-03,1.19E-03,1.58E-03
1E+21,640,937734.375,937734.375,514085.125,796518,-43.5695496,-43.5695496,-44.6134491,-43.9175148,14.363718,14.363718,7.55351257,12.0936499,58.5287781,58.5287781,32.0866699,49.7147408,1.78E-03,1.78E-03,1.02E-03,1.54E-03
1E+16,660,18.0016041,18.0016041,5.19066715,13.7312918,-747.355591,-747.355591,-771.537903,-755.416321,5.79E-04,5.79E-04,8.05E-05,4.13E-04,104.724243,104.724243,30.3632622,79.9372482,1.01E-05,1.01E-05,3.09E-06,7.84E-06
2.5E+16,660,42.7373085,42.7373085,12.3572369,32.6106186,-683.754089,-683.754089,-701.520813,-689.676331,9.26E-04,9.26E-04,1.78E-04,6.77E-04,105.217247,105.217247,30.4977303,80.3107376,2.00E-05,2.00E-05,6.08E-06,1.55E-05
5E+16,660,84.5286179,84.5286179,24.4879951,64.5150757,-629.639099,-629.639099,-643.404846,-634.227722,1.25E-03,1.25E-03,3.22E-04,9.38E-04,105.144547,105.144547,30.479475,80.2561874,3.35E-05,3.35E-05,1.01E-05,2.60E-05
7.5E+16,660,126.469421,126.469421,36.6548157,96.5312195,-595.83136,-595.83136,-608.829651,-600.164124,1.70E-03,1.70E-03,4.73E-04,1.29E-03,105.082367,105.082367,30.4646549,80.2098007,4.49E-05,4.49E-05,1.36E-05,3.48E-05
1E+17,660,168.418839,168.418839,48.8221321,128.553268,-571.495911,-571.495911,-584.196289,-575.72937,2.18E-03,2.18E-03,6.26E-04,1.67E-03,105.025688,105.025688,30.4501648,80.1671829,5.50E-05,5.50E-05,1.67E-05,4.26E-05
2.5E+17,660,419.454041,419.454041,121.694809,320.200958,-493.369904,-493.369904,-505.70639,-497.482056,5.23E-03,5.23E-03,1.55E-03,4.01E-03,104.706284,104.706284,30.3788452,79.9304733,1.02E-04,1.02E-04,3.11E-05,7.92E-05
5E+17,660,835.120605,835.120605,242.581848,637.607666,-434.428284,-434.428284,-446.590759,-438.482422,1.04E-02,1.04E-02,3.09E-03,7.95E-03,104.244614,104.244614,30.2806664,79.5899658,1.58E-04,1.58E-04,4.84E-05,1.23E-04
7.5E+17,660,1247.51282,1247.51282,362.852539,952.626038,-400.186707,-400.186707,-412.293335,-404.22226,1.55E-02,1.55E-02,4.63E-03,1.19E-02,103.816566,103.816566,30.1962528,79.2764664,2.00E-04,2.00E-04,6.17E-05,1.56E-04
1E+18,660,1656.9884,1656.9884,482.519653,1265.4989,-376.096771,-376.096771,-388.082977,-380.092163,2.06E-02,2.06E-02,6.17E-03,1.58E-02,103.420197,103.420197,30.1162968,78.9855652,2.34E-04,2.34E-04,7.27E-05,1.83E-04
2.5E+18,660,4059.70752,4059.70752,1190.19824,3103.20435,-300.879456,-300.879456,-312.280396,-304.679779,5.10E-02,5.10E-02,1.54E-02,3.91E-02,101.354668,101.354668,29.7145004,77.4746094,3.68E-04,3.68E-04,1.16E-04,2.88E-04
5E+18,660,7908.68652,7908.68652,2340.72705,6052.69971,-246.580917,-246.580917,-257.15744,-250.10643,0.100632295,0.100632295,3.06E-02,7.73E-02,98.7242508,98.7242508,29.2193298,75.5559464,4.81E-04,4.81E-04,1.55E-04,3.79E-04
7.5E+18,660,11620.1016,11620.1016,3466.17505,8902.12598,-216.321182,-216.321182,-226.218918,-219.620422,0.14954859,0.14954859,4.59E-02,0.115006246,96.7026138,96.7026138,28.8455467,74.0835953,5.44E-04,5.44E-04,1.77E-04,4.29E-04
1E+19,660,15232.6777,15232.6777,4573.62549,11679.6602,-195.689758,-195.689758,-205.012054,-198.797195,0.198068276,0.198068276,6.13E-02,0.152475357,95.0748901,95.0748901,28.5463238,72.8987045,5.83E-04,5.83E-04,1.92E-04,4.62E-04
2.5E+19,660,35668.2227,35668.2227,10983.4248,27439.9551,-135.576447,-135.576447,-143.100647,-138.084518,0.488416821,0.488416821,0.157404289,0.378079295,89.0494156,89.0494156,27.421257,68.506691,6.56E-04,6.56E-04,2.25E-04,5.23E-04
5E+19,660,66680.7266,66680.7266,20981.4805,51447.6445,-98.421524,-98.421524,-106.148697,-100.997253,0.981089175,0.981089175,0.334875911,0.765684783,83.2376709,83.2376709,26.1912212,64.2221909,6.46E-04,6.46E-04,2.36E-04,5.25E-04
7.5E+19,660,94952.9531,94952.9531,30386.9668,73430.9609,-82.3160095,-82.3160095,-92.8423309,-85.824791,1.47951353,1.47951353,0.532880187,1.16396904,79.0199661,79.0199661,25.2880707,61.109333,6.43E-04,6.43E-04,2.62E-04,5.41E-04
1E+20,660,121353.492,121353.492,39700.3008,94135.7578,-74.6163254,-74.6163254,-89.704483,-79.6457138,1.97307181,1.97307181,0.741937041,1.5626936,75.7428894,75.7428894,24.7789803,58.7549171,6.76E-04,6.76E-04,3.19E-04,5.97E-04
2.5E+20,660,266085,266085,109373.609,213847.875,-65.8654556,-65.8654556,-90.4711685,-74.0673599,4.43573666,4.43573666,1.84909201,3.57352185,66.4308777,66.4308777,27.3062553,53.3893394,1.15E-03,1.15E-03,8.95E-04,1.17E-03
5E+20,660,489641.031,489641.031,242806.484,407362.844,-56.6278343,-56.6278343,-70.6412506,-61.2989693,7.86704159,7.86704159,3.77904677,6.50437689,61.1219788,61.1219788,30.3095779,50.8511772,1.57E-03,1.57E-03,1.21E-03,1.53E-03
7.5E+20,660,702512.25,702512.25,377183.125,594069.188,-50.0193138,-50.0193138,-56.673687,-52.2374382,11.1140738,11.1140738,5.62782574,9.2853241,58.4631538,58.4631538,31.389225,49.4385109,1.76E-03,1.76E-03,1.21E-03,1.62E-03
1E+21,660,908743.625,908743.625,497686.312,771724.5,-44.9059067,-44.9059067,-46.0437889,-45.285202,14.3559904,14.3559904,7.53472853,12.0822363,56.7193184,56.7193184,31.0631371,48.1672554,1.83E-03,1.83E-03,1.06E-03,1.58E-03
1E+16,680,18.3520584,18.3520584,5.28612328,13.996747,-736.836304,-736.836304,-769.410461,-747.694336,8.75E-04,8.75E-04,9.94E-05,6.16E-04,100.516853,100.516853,29.2376823,76.7571335,9.96E-06,9.96E-06,3.13E-06,7.82E-06
2.5E+16,680,41.599884,41.599884,12.0420895,31.7472858,-681.716614,-681.716614,-704.333496,-689.255554,1.28E-03,1.28E-03,1.99E-04,9.21E-04,101.006668,101.006668,29.3814888,77.1316071,1.93E-05,1.93E-05,5.97E-06,1.51E-05
5E+16,680,81.4456558,81.4456558,23.6622868,62.184536,-632.772949,-632.772949,-647.707764,-637.751221,1.42E-03,1.42E-03,3.33E-04,1.06E-03,100.945183,100.945183,29.3644257,77.0849304,3.26E-05,3.26E-05,9.93E-06,2.53E-05
7.5E+16,680,121.609108,121.609108,35.358654,92.8589554,-599.943909,-599.943909,-613.377502,-604.421814,1.81E-03,1.81E-03,4.80E-04,1.37E-03,100.881302,100.881302,29.348402,77.0370026,4.38E-05,4.38E-05,1.33E-05,3.39E-05
1E+17,680,161.836121,161.836121,47.0712357,123.581154,-575.958923,-575.958923,-588.859253,-580.259033,2.26E-03,2.26E-03,6.32E-04,1.72E-03,100.829132,100.829132,29.3361912,76.9981537,5.37E-05,5.37E-05,1.63E-05,4.16E-05
2.5E+17,680,402.844788,402.844788,117.287659,307.659088,-498.208038,-498.208038,-510.526489,-502.314209,5.23E-03,5.23E-03,1.56E-03,4.01E-03,100.545624,100.545624,29.2751904,76.7888107,1.00E-04,1.00E-04,3.06E-05,7.76E-05
5E+17,680,802.243347,802.243347,233.83844,612.775085,-439.298889,-439.298889,-451.421082,-443.3396,1.03E-02,1.03E-02,3.10E-03,7.92E-03,100.137085,100.137085,29.1883926,76.4875183,1.55E-04,1.55E-04,4.77E-05,1.20E-04
7.5E+17,680,1198.73413,1198.73413,349.805847,915.758057,-405.033386,-405.033386,-417.039307,-409.03537,1.54E-02,1.54E-02,4.65E-03,1.18E-02,99.7556915,99.7556915,29.1101379,76.2071762,1.97E-04,1.97E-04,6.08E-05,1.53E-04
1E+18,680,1592.55408,1592.55408,465.249908,1216.78601,-380.89212,-380.89212,-392.793823,-384.859375,2.05E-02,2.05E-02,6.19E-03,1.57E-02,99.3976746,99.3976746,29.0382004,75.944519,2.31E-04,2.31E-04,7.18E-05,1.80E-04
2.5E+18,680,3906.96997,3906.96997,1148.67114,2987.53711,-305.485168,-305.485168,-316.865631,-309.278656,5.07E-02,5.07E-02,1.54E-02,3.89E-02,97.5412979,97.5412979,28.6777039,74.5867691,3.65E-04,3.65E-04,1.15E-04,2.86E-04
5E+18,680,7622.30664,7622.30664,2261.20459,5835.27295,-250.920731,-250.920731,-261.534058,-254.458496,0.10020408,0.10020408,3.08E-02,7.71E-02,95.1493378,95.1493378,28.2266445,72.841774,4.80E-04,4.80E-04,1.55E-04,3.78E-04
7.5E+18,680,11209.9824,11209.9824,3350.31421,8590.09277,-220.455017,-220.455017,-230.423752,-223.777939,0.149024889,0.149024889,4.62E-02,0.114734106,93.2895889,93.2895889,27.8813515,71.4868393,5.45E-04,5.45E-04,1.78E-04,4.30E-04
1E+19,680,14703.8369,14703.8369,4422.41455,11276.6963,-199.631943,-199.631943,-209.089798,-202.784561,0.197326109,0.197326109,6.16E-02,0.152089506,91.7741165,91.7741165,27.6025391,70.3835907,5.86E-04,5.86E-04,1.93E-04,4.64E-04
2.5E+19,680,34481.4609,34481.4609,10629.8916,26530.9375,-138.962692,-138.962692,-146.81813,-141.581177,0.487543434,0.487543434,0.158585414,0.377890736,86.0865402,86.0865402,26.5386238,66.237236,6.66E-04,6.66E-04,2.29E-04,5.32E-04
5E+19,680,64522.2344,64522.2344,20332.8398,49792.4375,-101.380455,-101.380455,-109.718185,-104.159698,0.981093526,0.981093526,0.338360965,0.766849339,80.5432205,80.5432205,25.3815193,62.1559868,6.63E-04,6.63E-04,2.45E-04,5.40E-04
7.5E+19,680,91945.7578,91945.7578,29499.7422,71130.4141,-85.048111,-85.048111,-96.365387,-88.8205338,1.48137772,1.48137772,0.538698196,1.16715121,76.5173721,76.5173721,24.5497208,59.1948242,6.65E-04,6.65E-04,2.74E-04,5.61E-04
1E+20,680,117570.297,117570.297,38601.3555,91247.3125,-77.1695786,-77.1695786,-93.072731,-82.4706345,1.97514629,1.97514629,0.748405874,1.5662328,73.3816071,73.3816071,24.093071,56.9520988,7.00E-04,7.00E-04,3.34E-04,6.21E-04
2.5E+20,680,258027.766,258027.766,106233.367,207429.625,-67.7442856,-67.7442856,-92.6975327,-76.0620346,4.44335413,4.44335413,1.85839689,3.58170152,64.4193039,64.4193039,26.5222607,51.7869568,1.18E-03,1.18E-03,9.13E-04,1.20E-03
5E+20,680,474961.25,474961.25,235582.938,395168.5,-58.2418556,-58.2418556,-72.4433746,-62.9756966,7.87346077,7.87346077,3.77666306,6.50786161,59.2894974,59.2894974,29.4078617,49.3289528,1.61E-03,1.61E-03,1.24E-03,1.57E-03
7.5E+20,680,681506.125,681506.125,365491.219,576167.812,-51.4512138,-51.4512138,-58.1676483,-53.6900215,11.1207314,11.1207314,5.62250328,9.28798866,56.715023,56.715023,30.4162235,47.9487572,1.80E-03,1.80E-03,1.24E-03,1.66E-03
1E+21,680,881521.438,881521.438,482291.75,748444.812,-46.2324753,-46.2324753,-47.4551659,-46.6400414,14.3565588,14.3565588,7.51924515,12.0774536,55.0202408,55.0202408,30.1022835,46.7142525,1.88E-03,1.88E-03,1.09E-03,1.63E-03
1E+16,700,19.3512726,19.3512726,5.55641174,14.752986,-718.598694,-718.598694,-763.580261,-733.592529,1.36E-03,1.36E-03,1.31E-04,9.48E-04,96.5914764,96.5914764,28.1881027,73.7903519,9.99E-06,9.99E-06,3.24E-06,7.94E-06
2.5E+16,700,40.5677223,40.5677223,11.7905703,30.9753399,-685.264832,-685.264832,-705.024292,-691.851318,1.08E-03,1.08E-03,1.81E-04,7.79E-04,96.6952667,96.6952667,28.2123375,73.8676224,1.91E-05,1.91E-05,5.86E-06,1.48E-05
5E+16,700,78.815979,78.815979,22.9488735,60.1936073,-634.234985,-634.234985,-651.406799,-639.958923,1.74E-03,1.74E-03,3.52E-04,1.28E-03,97.0359879,97.0359879,28.3226185,74.1315308,3.17E-05,3.17E-05,9.74E-06,2.47E-05
7.5E+16,700,117.265404,117.265404,34.1927299,89.5745163,-603.254089,-603.254089,-617.64856,-608.052246,2.02E-03,2.02E-03,4.94E-04,1.51E-03,96.9855652,96.9855652,28.310339,74.0938187,4.27E-05,4.27E-05,1.30E-05,3.31E-05
1E+17,700,155.849747,155.849747,45.4759216,119.058472,-579.899414,-579.899414,-593.3797,-584.392822,2.41E-03,2.41E-03,6.44E-04,1.82E-03,96.9343719,96.9343719,28.3022594,74.0569992,5.24E-05,5.24E-05,1.60E-05,4.07E-05
2.5E+17,700,387.493866,387.493866,113.191116,296.059601,-502.882141,-502.882141,-515.215271,-506.993164,5.27E-03,5.27E-03,1.57E-03,4.03E-03,96.6878357,96.6878357,28.2463512,73.8740082,9.80E-05,9.80E-05,3.00E-05,7.61E-05
5E+17,700,771.671997,771.671997,225.66893,589.670959,-444.003143,-444.003143,-456.090668,-448.032318,1.03E-02,1.03E-02,3.11E-03,7.90E-03,96.3146133,96.3146133,28.1670856,73.5987701,1.52E-04,1.52E-04,4.69E-05,1.18E-04
7.5E+17,700,1153.32068,1153.32068,337.64093,881.427429,-409.72757,-409.72757,-421.693542,-413.716217,1.53E-02,1.53E-02,4.66E-03,1.18E-02,95.9736328,95.9736328,28.0971107,73.3481216,1.94E-04,1.94E-04,6.00E-05,1.51E-04
1E+18,700,1532.53931,1532.53931,449.144775,1171.40784,-385.549072,-385.549072,-397.428101,-389.508759,2.04E-02,2.04E-02,6.21E-03,1.57E-02,95.650322,95.650322,28.032629,73.1110916,2.28E-04,2.28E-04,7.09E-05,1.78E-04
2.5E+18,700,3764.37256,3764.37256,1109.84619,2879.53052,-309.995544,-309.995544,-321.389801,-313.79361,5.05E-02,5.05E-02,1.55E-02,3.88E-02,93.9809799,93.9809799,27.7083435,71.8900986,3.62E-04,3.62E-04,1.15E-04,2.84E-04
5E+18,700,7353.84375,7353.84375,2186.59497,5631.42773,-255.175034,-255.175034,-265.843658,-258.731232,9.98E-02,9.98E-02,3.09E-02,7.69E-02,91.7980576,91.7980576,27.2952785,70.2971268,4.79E-04,4.79E-04,1.55E-04,3.77E-04
7.5E+18,700,10824.1973,10824.1973,3241.53857,8296.64453,-224.48912,-224.48912,-234.58522,-227.854492,0.14845784,0.14845784,4.64E-02,0.114443541,90.0790634,90.0790634,26.9761143,69.0447464,5.45E-04,5.45E-04,1.78E-04,4.31E-04
1E+19,700,14207.1514,14207.1514,4280.58594,10898.2959,-203.541901,-203.541901,-213.167435,-206.750412,0.196859494,0.196859494,6.20E-02,0.151922867,88.6740417,88.6740417,26.71731,68.0217972,5.89E-04,5.89E-04,1.95E-04,4.66E-04
2.5E+19,700,33363.5273,33363.5273,10298.1074,25675.0547,-142.321793,-142.321793,-150.550491,-145.064697,0.486802489,0.486802489,0.159890383,0.377831787,83.2954941,83.2954941,25.7102909,64.1004257,6.76E-04,6.76E-04,2.33E-04,5.40E-04
5E+19,700,62487.8672,62487.8672,19725.0254,48233.5898,-104.334839,-104.334839,-113.32576,-107.33181,0.981111467,0.981111467,0.341999382,0.768074095,78.0037155,78.0037155,24.6227837,60.2100716,6.80E-04,6.80E-04,2.53E-04,5.56E-04
7.5E+19,700,89112.0391,89112.0391,28668.4004,68964.1641,-87.7839432,-87.7839432,-99.9120026,-91.8266296,1.48327422,1.48327422,0.544523656,1.17035735,74.1591492,74.1591492,23.8578777,57.3920593,6.87E-04,6.87E-04,2.86E-04,5.82E-04
1E+20,700,114005.609,114005.609,37570.1172,88527.1172,-79.7288513,-79.7288513,-96.4479446,-85.3018799,1.97746134,1.97746134,0.754916489,1.56994641,71.1567078,71.1567078,23.4494228,55.2542763,7.25E-04,7.25E-04,3.49E-04,6.44E-04
